username;lotacao;valor;beneficiario;timestamp
JRSXX;IRKTR;854944.5;73.799.031/7143-25;18/07/2025 22:38
JRSXX;IRKTR;1513557.25;80.235.959/6755-09;27/07/2025 08:49
JRSXX;IRKTR;180644.41;54.990.723/7151-11;05/01/2025 21:09
JRSXX;IRKTR;1242079.1;81.442.053/2614-72;24/02/2025 14:27
JRSXX;IRKTR;123161.14;38.287.337/1997-74;20/01/2025 02:45
JRSXX;IRKTR;1552685.93;08.473.755/8220-42;22/01/2025 04:26
JRSXX;IRKTR;1946421.45;62.813.363/2917-42;12/06/2025 11:25
JRSXX;IRKTR;1242119.08;65.647.201/8693-64;10/01/2025 07:13
JRSXX;IRKTR;650737.58;30.931.942/4784-45;12/08/2025 17:31
JRSXX;IRKTR;799491.72;51.296.576/3740-03;26/03/2025 11:49
JRSXX;IRKTR;712230.53;31.901.533/3065-01;30/01/2025 10:28
JRSXX;IRKTR;253486.62;42.240.643/5265-10;08/04/2025 10:43
JRSXX;IRKTR;1152361.13;99.845.268/2978-52;18/04/2025 07:28
JRSXX;IRKTR;705386.51;69.564.017/2932-56;27/01/2025 00:34
JRSXX;IRKTR;1132785.73;28.916.123/6733-44;29/05/2025 07:38
JRSXX;IRKTR;1466003.66;94.420.175/6829-36;23/06/2025 10:45
JRSXX;IRKTR;1150998.69;77.115.068/1271-32;17/03/2025 19:39
JRSXX;IRKTR;1211017.12;07.685.626/8638-35;26/04/2025 21:49
JRSXX;IRKTR;1956190.27;50.746.516/9735-39;15/05/2025 08:51
JRSXX;IRKTR;275298.95;38.287.337/1997-74;07/04/2025 15:26
JRSXX;IRKTR;910133.82;48.739.356/8584-58;30/09/2025 11:28
JRSXX;IRKTR;1924563.67;46.328.066/5618-09;29/04/2025 07:04
JRSXX;IRKTR;142882.14;07.046.850/4027-23;06/07/2025 15:18
JRSXX;IRKTR;144544.04;59.868.363/5267-16;31/07/2025 21:36
JRSXX;IRKTR;164197.56;76.663.239/3476-42;12/02/2025 21:25
JRSXX;IRKTR;210313.26;77.587.662/1165-15;19/09/2025 13:18
JRSXX;IRKTR;77265.18;12.663.157/1313-61;01/09/2025 02:17
JRSXX;IRKTR;1613294.42;89.636.743/5984-36;25/05/2025 22:20
JRSXX;IRKTR;645989.49;30.228.360/5514-12;30/07/2025 20:55
JRSXX;IRKTR;369233.72;87.342.526/5131-94;28/09/2025 09:24
JRSXX;IRKTR;1132485.5;08.473.755/8220-42;30/05/2025 09:29
JRSXX;IRKTR;1845592.93;90.821.502/3557-05;25/05/2025 04:03
JRSXX;IRKTR;790472.64;41.582.107/5676-44;03/09/2025 18:20
JRSXX;IRKTR;1650614.79;78.389.468/2930-23;08/09/2025 15:01
JRSXX;IRKTR;1320556.33;05.569.670/5907-85;16/03/2025 21:42
JRSXX;IRKTR;1064528.89;66.761.052/5460-78;04/07/2025 04:53
JRSXX;IRKTR;1300361.31;47.768.754/5283-08;12/05/2025 08:36
JRSXX;IRKTR;460620.37;56.340.055/2071-15;02/06/2025 02:38
JRSXX;IRKTR;720947.51;34.100.571/2708-42;04/08/2025 11:44
JRSXX;IRKTR;336308.51;02.618.103/9145-11;04/04/2025 20:57
JRSXX;IRKTR;463730.08;78.065.047/1978-38;09/07/2025 07:18
JRSXX;IRKTR;1624870.13;51.296.576/3740-03;05/09/2025 12:46
JRSXX;IRKTR;985108.6;65.647.201/8693-64;01/02/2025 12:30
JRSXX;IRKTR;1010082.79;32.864.182/5209-96;05/03/2025 20:49
JRSXX;IRKTR;162689.48;52.857.878/5550-11;27/09/2025 10:40
JRSXX;IRKTR;1835409.32;27.279.429/5184-84;03/04/2025 18:34
JRSXX;IRKTR;1687012.85;18.308.513/8350-35;07/07/2025 08:26
JRSXX;IRKTR;1045186.91;67.125.797/5977-75;11/06/2025 01:14
JRSXX;IRKTR;621460.28;07.848.583/8636-08;11/09/2025 03:48
JRSXX;IRKTR;431411.21;99.095.208/6131-09;20/06/2025 06:07
JRSXX;IRKTR;1302989.22;99.852.288/4603-52;08/01/2025 07:06
JRSXX;IRKTR;19942.46;36.912.871/3214-30;26/05/2025 11:43
JRSXX;IRKTR;809413.97;22.286.077/2310-07;12/06/2025 08:37
JRSXX;IRKTR;1004668.21;40.855.778/9898-24;19/09/2025 06:03
JRSXX;IRKTR;672457.23;99.455.748/9781-62;30/05/2025 18:20
JRSXX;IRKTR;178884.86;79.886.652/9576-59;21/07/2025 06:49
JRSXX;IRKTR;1194506.49;45.482.369/2848-07;30/05/2025 06:25
JRSXX;IRKTR;7692.33;42.240.643/5265-10;22/06/2025 06:35
JRSXX;IRKTR;1266420.72;07.848.583/8636-08;13/08/2025 22:22
JRSXX;IRKTR;268849.18;31.892.808/3484-01;29/03/2025 03:21
JRSXX;IRKTR;181459.54;78.065.047/1978-38;11/08/2025 05:51
JRSXX;IRKTR;552645.38;69.564.017/2932-56;01/09/2025 11:15
JRSXX;IRKTR;1789221.04;86.714.800/8947-86;06/09/2025 11:55
JRSXX;IRKTR;994963.45;67.946.819/5733-11;02/09/2025 03:45
JRSXX;IRKTR;756004.87;02.419.822/1821-46;30/09/2025 00:38
JRSXX;IRKTR;1962047.95;77.587.662/1165-15;08/05/2025 09:28
JRSXX;IRKTR;634057.77;28.612.855/1952-60;08/05/2025 04:08
JRSXX;IRKTR;767917.83;31.973.675/5576-50;26/03/2025 21:58
JRSXX;IRKTR;1051163.91;12.663.157/1313-61;11/04/2025 10:11
JRSXX;IRKTR;644811.61;47.768.754/5283-08;09/08/2025 22:58
JRSXX;IRKTR;260732.28;64.558.556/5071-61;24/02/2025 09:11
JRSXX;IRKTR;1059045.65;67.946.819/5733-11;02/08/2025 13:40
JRSXX;IRKTR;1966800.49;60.611.200/5964-39;24/05/2025 12:37
JRSXX;IRKTR;157030.35;46.373.703/8305-17;12/09/2025 16:23
JRSXX;IRKTR;1329062.58;40.210.131/2355-06;25/07/2025 02:31
JRSXX;IRKTR;1553315.16;78.260.014/4742-73;10/04/2025 13:03
JRSXX;IRKTR;517596.69;56.340.055/2071-15;14/05/2025 04:33
JRSXX;IRKTR;354002.98;22.116.902/2374-81;16/01/2025 01:25
JRSXX;IRKTR;1742838.97;18.037.961/1121-04;18/08/2025 21:12
JRSXX;IRKTR;436464.01;00.635.952/3587-36;10/05/2025 10:57
JRSXX;IRKTR;449879.74;17.170.674/7255-30;24/02/2025 12:37
JRSXX;IRKTR;1939667.53;69.576.756/7803-39;24/08/2025 01:25
JRSXX;IRKTR;1273132.72;18.065.989/4309-47;23/05/2025 15:11
JRSXX;IRKTR;328344.73;99.455.748/9781-62;29/03/2025 19:47
JRSXX;IRKTR;1910966.49;73.799.031/7143-25;08/04/2025 09:18
JRSXX;IRKTR;1915570.7;05.569.670/5907-85;21/01/2025 16:25
JRSXX;IRKTR;1774346.15;96.850.387/4982-07;22/09/2025 16:04
JRSXX;IRKTR;481331.64;26.488.733/7835-47;05/01/2025 05:07
JRSXX;IRKTR;543836.24;12.663.157/1313-61;01/07/2025 01:02
JRSXX;IRKTR;855958.42;77.769.311/8944-98;29/01/2025 11:36
JRSXX;IRKTR;647921.47;41.519.578/2888-06;21/01/2025 06:27
JRSXX;IRKTR;371002.68;41.582.107/5676-44;13/03/2025 09:18
JRSXX;IRKTR;152168.74;94.420.175/6829-36;09/01/2025 17:32
JRSXX;IRKTR;756865.95;62.590.801/9756-17;12/02/2025 05:48
JRSXX;IRKTR;1730922.28;40.053.547/2416-14;25/01/2025 20:55
JRSXX;IRKTR;166076.95;67.357.563/9022-20;15/08/2025 02:33
JRSXX;IRKTR;1965004.87;98.403.391/2283-79;13/07/2025 15:36
JRSXX;IRKTR;534103.31;99.455.748/9781-62;15/06/2025 10:01
JRSXX;IRKTR;348777.59;88.968.845/4867-79;21/03/2025 05:31
JRSXX;IRKTR;476198.99;80.235.959/6755-09;11/01/2025 06:36
JRSXX;IRKTR;79301.97;49.357.133/7080-98;26/03/2025 20:27
JRSXX;IRKTR;314448.02;41.741.812/6115-65;21/05/2025 11:23
JRSXX;IRKTR;554186.35;69.564.017/2932-56;26/09/2025 06:38
JRSXX;IRKTR;1503506.6;60.987.016/5363-20;02/09/2025 14:29
JRSXX;IRKTR;1327504.72;17.729.268/9652-80;11/07/2025 12:40
JRSXX;IRKTR;1790381.33;00.611.251/4402-69;27/07/2025 11:05
JRSXX;IRKTR;590006.32;45.482.369/2848-07;13/07/2025 08:05
JRSXX;IRKTR;243358.3;66.895.153/6842-64;06/07/2025 22:51
JRSXX;IRKTR;1294850.42;77.251.086/9704-34;08/08/2025 23:35
JRSXX;IRKTR;826241.23;98.654.093/1268-69;01/09/2025 16:55
JRSXX;IRKTR;1407059.28;29.964.150/7654-70;26/04/2025 21:47
JRSXX;IRKTR;73287.17;61.931.102/8045-75;22/09/2025 10:07
JRSXX;IRKTR;869080.33;33.081.976/2579-86;10/07/2025 00:13
JRSXX;IRKTR;1616772.95;45.482.369/2848-07;10/04/2025 22:13
JRSXX;IRKTR;683351.5;45.025.767/7086-88;22/03/2025 21:18
JRSXX;IRKTR;795221.14;99.303.679/4386-57;06/02/2025 07:57
JRSXX;IRKTR;369445.66;99.455.748/9781-62;11/08/2025 07:03
JRSXX;IRKTR;750086.04;46.373.703/8305-17;11/09/2025 15:37
JRSXX;IRKTR;890534.9;50.321.619/0847-60;15/02/2025 06:31
JRSXX;IRKTR;1560260.82;15.468.975/2020-96;22/06/2025 16:13
JRSXX;IRKTR;1369793.83;34.748.855/7934-35;16/05/2025 23:47
JRSXX;IRKTR;1516871.12;60.611.200/5964-39;13/06/2025 13:08
JRSXX;IRKTR;1225460.15;60.611.200/5964-39;24/03/2025 02:58
JRSXX;IRKTR;735232.81;35.525.291/4035-80;25/07/2025 11:38
JRSXX;IRKTR;1806765.81;94.420.175/6829-36;27/06/2025 02:52
JRSXX;IRKTR;1992417.14;80.235.959/6755-09;28/05/2025 20:53
JRSXX;IRKTR;1341759.11;91.100.506/5362-06;31/08/2025 11:36
JRSXX;IRKTR;530704.78;46.328.066/5618-09;18/06/2025 10:54
JRSXX;IRKTR;328628.86;64.558.556/5071-61;16/04/2025 02:01
JRSXX;IRKTR;1932600.02;30.042.288/1184-71;14/03/2025 05:07
JRSXX;IRKTR;1893581.36;87.342.526/5131-94;21/02/2025 00:45
JRSXX;IRKTR;1682627.9;17.729.268/9652-80;10/07/2025 14:58
JRSXX;IRKTR;854262.32;04.806.112/6980-95;22/06/2025 08:04
JRSXX;IRKTR;1895211.38;65.769.837/7055-13;03/05/2025 16:12
JRSXX;IRKTR;1297671.06;90.821.502/3557-05;27/02/2025 08:20
JRSXX;IRKTR;671800.77;49.766.691/0928-12;29/01/2025 15:23
JRSXX;IRKTR;882373.91;30.228.360/5514-12;14/09/2025 21:28
JRSXX;IRKTR;702999.63;96.850.387/4982-07;19/06/2025 07:48
JRSXX;IRKTR;199292.88;45.025.767/7086-88;15/01/2025 12:46
JRSXX;IRKTR;378204.75;88.968.845/4867-79;21/05/2025 02:32
JRSXX;IRKTR;946126.91;92.892.395/4359-21;10/06/2025 19:04
JRSXX;IRKTR;320519.94;06.310.637/8920-37;29/08/2025 02:12
JRSXX;IRKTR;1084897.11;77.115.068/1271-32;09/01/2025 08:24
JRSXX;IRKTR;314684.84;07.046.850/4027-23;10/02/2025 10:22
JRSXX;IRKTR;623851.13;36.952.069/1891-84;23/07/2025 12:35
JRSXX;IRKTR;1472324.17;94.420.175/6829-36;24/01/2025 18:03
JRSXX;IRKTR;292910.24;65.776.529/4527-14;26/05/2025 20:55
JRSXX;IRKTR;893300.91;92.892.395/4359-21;07/02/2025 13:59
JRSXX;IRKTR;1908141.95;22.363.392/2702-23;31/07/2025 23:22
JRSXX;IRKTR;957608.22;32.864.182/5209-96;18/02/2025 11:08
JRSXX;IRKTR;1147169.46;31.892.808/3484-01;09/06/2025 18:58
JRSXX;IRKTR;1794834.25;99.845.268/2978-52;16/05/2025 07:33
JRSXX;IRKTR;1211258.06;13.360.106/8513-34;12/08/2025 17:14
JRSXX;IRKTR;848838.63;49.766.691/0928-12;02/08/2025 08:01
JRSXX;IRKTR;1864653.4;88.393.097/2996-33;12/09/2025 21:07
JRSXX;IRKTR;1900474.59;15.527.147/5657-10;14/09/2025 21:10
JRSXX;IRKTR;478253.11;83.171.663/9121-03;02/01/2025 00:55
JRSXX;IRKTR;1920495.07;12.480.505/2616-50;04/05/2025 22:39
JRSXX;IRKTR;499492.97;94.420.175/6829-36;25/04/2025 20:20
JRSXX;IRKTR;365409.54;28.916.123/6733-44;23/03/2025 16:40
JRSXX;IRKTR;309893.34;64.284.049/5602-31;16/08/2025 17:02
JRSXX;IRKTR;22153.6;99.455.748/9781-62;26/09/2025 13:35
JRSXX;IRKTR;534844.43;48.739.356/8584-58;20/02/2025 21:44
JRSXX;IRKTR;838581.35;11.578.768/1977-90;07/09/2025 18:54
JRSXX;IRKTR;559280.3;21.659.490/8552-05;05/08/2025 09:31
JRSXX;IRKTR;43266.54;87.342.526/5131-94;16/08/2025 12:00
JRSXX;IRKTR;1652968.65;78.186.553/7618-88;24/01/2025 05:41
JRSXX;IRKTR;88809.57;52.283.781/8716-37;26/02/2025 23:10
JRSXX;IRKTR;1189167.88;34.748.855/7934-35;22/08/2025 07:10
JRSXX;IRKTR;561571.75;01.361.970/5402-95;28/06/2025 07:41
JRSXX;IRKTR;1052045.6;18.125.728/9988-23;03/01/2025 22:05
JRSXX;IRKTR;1117655.33;94.585.306/7037-97;13/05/2025 04:30
JRSXX;IRKTR;1463373.74;36.952.069/1891-84;07/08/2025 10:33
JRSXX;IRKTR;1530669.29;31.892.808/3484-01;24/04/2025 03:57
JRSXX;IRKTR;1813036.97;21.659.490/8552-05;28/02/2025 18:04
JRSXX;IRKTR;1955495.34;28.612.855/1952-60;18/06/2025 16:05
JRSXX;IRKTR;883342.1;66.986.822/1837-78;10/02/2025 03:13
JRSXX;IRKTR;55060.41;77.681.467/4643-29;20/05/2025 22:46
JRSXX;IRKTR;637172.41;99.845.268/2978-52;12/03/2025 07:13
JRSXX;IRKTR;1921164.6;61.936.798/3968-15;26/07/2025 10:57
JRSXX;IRKTR;1384571.1;31.901.533/3065-01;14/08/2025 20:07
JRSXX;IRKTR;1675042.68;12.480.505/2616-50;24/02/2025 13:12
JRSXX;IRKTR;1977885.94;90.428.450/0169-23;04/03/2025 04:07
JRSXX;IRKTR;1874101.77;52.857.878/5550-11;12/04/2025 08:21
JRSXX;IRKTR;294300.98;16.858.007/3461-31;05/01/2025 18:11
JRSXX;IRKTR;1033260.24;22.363.392/2702-23;02/08/2025 01:02
JRSXX;IRKTR;1936244.22;90.821.502/3557-05;20/08/2025 09:14
JRSXX;IRKTR;1398886.21;31.892.808/3484-01;09/01/2025 17:09
JRSXX;IRKTR;103631.99;18.125.728/9988-23;07/06/2025 11:42
JRSXX;IRKTR;1647092.69;04.806.112/6980-95;06/06/2025 13:03
JRSXX;IRKTR;186096.17;88.968.845/4867-79;24/06/2025 00:54
JRSXX;IRKTR;1574119.0;77.115.068/1271-32;06/05/2025 03:33
JRSXX;IRKTR;385182.23;44.637.227/5562-21;24/02/2025 18:33
JRSXX;IRKTR;173786.02;09.933.610/6588-19;05/01/2025 12:21
JRSXX;IRKTR;438499.88;02.618.103/9145-11;09/07/2025 06:52
JRSXX;IRKTR;45954.88;84.250.770/0143-02;10/04/2025 03:26
JRSXX;IRKTR;1684890.14;77.424.829/1641-73;01/03/2025 21:16
JRSXX;IRKTR;111608.81;40.627.975/4575-33;02/08/2025 18:37
JRSXX;IRKTR;1941600.48;61.931.102/8045-75;10/03/2025 10:33
JRSXX;IRKTR;878424.42;48.861.897/3000-54;06/02/2025 19:41
JRSXX;IRKTR;1582906.86;08.473.755/8220-42;23/08/2025 18:16
JRSXX;IRKTR;1284112.59;29.166.611/7911-18;02/08/2025 18:27
JRSXX;IRKTR;1941755.76;45.025.767/7086-88;22/08/2025 19:09
JRSXX;IRKTR;626285.02;61.424.766/9258-41;08/07/2025 17:18
JRSXX;IRKTR;1478766.31;64.643.239/0798-34;30/08/2025 15:30
JRSXX;IRKTR;20577.93;37.697.931/6129-96;02/08/2025 00:44
JRSXX;IRKTR;1501437.48;45.025.767/7086-88;01/08/2025 14:50
JRSXX;IRKTR;1023686.89;17.515.794/0148-55;11/03/2025 21:36
JRSXX;IRKTR;1820138.52;77.424.829/1641-73;07/04/2025 13:23
JRSXX;IRKTR;1630681.15;92.892.395/4359-21;08/02/2025 05:07
JRSXX;IRKTR;1045579.69;88.422.438/1001-62;06/02/2025 14:50
JRSXX;IRKTR;1952610.1;98.363.814/0074-40;13/09/2025 01:32
JRSXX;IRKTR;1258191.2;36.952.069/1891-84;31/03/2025 05:26
JRSXX;IRKTR;247585.81;40.053.547/2416-14;19/06/2025 00:56
JRSXX;IRKTR;929208.98;89.636.743/5984-36;17/06/2025 10:12
JRSXX;IRKTR;924028.65;30.931.942/4784-45;27/09/2025 07:59
JRSXX;IRKTR;362407.66;36.952.069/1891-84;09/09/2025 13:00
JRSXX;IRKTR;867178.82;64.128.644/9088-96;15/03/2025 10:37
JRSXX;IRKTR;604165.71;22.116.902/2374-81;14/08/2025 03:25
JRSXX;IRKTR;1460360.43;62.834.658/7517-12;26/08/2025 07:26
JRSXX;IRKTR;871551.32;99.095.208/6131-09;08/01/2025 10:03
JRSXX;IRKTR;1011934.09;31.901.533/3065-01;12/09/2025 09:43
JRSXX;IRKTR;1400778.98;90.428.450/0169-23;12/04/2025 07:37
JRSXX;IRKTR;1516844.15;01.361.970/5402-95;12/07/2025 13:39
JRSXX;IRKTR;835205.14;64.562.616/3644-16;08/09/2025 16:09
JRSXX;IRKTR;438028.89;07.685.626/8638-35;26/02/2025 18:13
JRSXX;IRKTR;1538014.64;99.303.679/4386-57;18/09/2025 04:51
JRSXX;IRKTR;861319.75;88.968.845/4867-79;01/04/2025 07:01
JRSXX;IRKTR;564238.87;36.952.069/1891-84;27/06/2025 21:26
JRSXX;IRKTR;1859706.92;18.033.033/7065-43;11/01/2025 16:59
JRSXX;IRKTR;333835.62;40.627.975/4575-33;01/03/2025 12:44
JRSXX;IRKTR;1859869.22;18.037.961/1121-04;08/05/2025 20:46
JRSXX;IRKTR;1971194.78;31.901.533/3065-01;24/07/2025 06:15
JRSXX;IRKTR;915209.68;26.488.733/7835-47;05/08/2025 03:35
JRSXX;IRKTR;279575.67;90.821.502/3557-05;09/04/2025 09:08
JRSXX;IRKTR;1001042.54;24.782.864/1782-39;18/09/2025 12:28
JRSXX;IRKTR;1961849.57;48.739.356/8584-58;13/08/2025 13:24
JRSXX;IRKTR;1315528.29;02.462.310/3983-35;14/08/2025 00:55
JRSXX;IRKTR;24161.79;90.428.450/0169-23;26/02/2025 11:43
JRSXX;IRKTR;1193507.57;23.006.808/0804-36;27/08/2025 22:50
JRSXX;IRKTR;1185635.5;22.286.077/2310-07;08/02/2025 06:48
JRSXX;IRKTR;708290.81;66.433.756/0165-60;16/02/2025 22:21
JRSXX;IRKTR;1331975.7;51.296.576/3740-03;11/02/2025 02:33
JRSXX;IRKTR;858150.18;66.986.822/1837-78;02/01/2025 01:19
JRSXX;IRKTR;1762739.06;71.078.931/6105-79;13/01/2025 19:56
JRSXX;IRKTR;1689618.61;69.576.756/7803-39;30/04/2025 01:06
JRSXX;IRKTR;1809279.23;64.643.239/0798-34;05/02/2025 10:58
JRSXX;IRKTR;1957859.1;12.663.157/1313-61;10/05/2025 08:02
JRSXX;IRKTR;666231.95;65.481.915/2373-81;16/09/2025 12:01
JRSXX;IRKTR;1674723.23;17.170.674/7255-30;26/01/2025 04:52
JRSXX;IRKTR;463024.81;24.782.864/1782-39;24/04/2025 23:21
JRSXX;IRKTR;479658.96;50.265.545/3341-44;05/05/2025 10:03
JRSXX;IRKTR;1229687.86;13.360.106/8513-34;13/06/2025 15:28
JRSXX;IRKTR;1071496.1;27.279.429/5184-84;03/04/2025 02:30
JRSXX;IRKTR;610236.71;81.560.434/6041-67;07/09/2025 02:00
JRSXX;IRKTR;1920920.44;54.500.293/7460-91;18/06/2025 21:00
JRSXX;IRKTR;191244.78;40.053.547/2416-14;06/06/2025 13:10
JRSXX;IRKTR;1047728.67;65.776.529/4527-14;10/07/2025 17:12
JRSXX;IRKTR;1160487.97;15.468.975/2020-96;27/05/2025 17:16
JRSXX;IRKTR;561167.39;99.845.268/2978-52;06/08/2025 16:50
JRSXX;IRKTR;1560216.67;55.071.623/7387-90;27/09/2025 17:32
JRSXX;IRKTR;687889.61;42.240.643/5265-10;08/07/2025 08:40
JRSXX;IRKTR;652495.69;49.766.691/0928-12;14/05/2025 02:48
JRSXX;IRKTR;1608603.36;41.741.812/6115-65;20/05/2025 22:07
JRSXX;IRKTR;1869024.92;49.357.133/7080-98;08/09/2025 11:43
JRSXX;IRKTR;1433550.82;77.587.662/1165-15;18/09/2025 04:10
JRSXX;IRKTR;653251.23;47.768.754/5283-08;13/08/2025 16:47
JRSXX;IRKTR;50518.13;30.228.360/5514-12;06/07/2025 09:05
JRSXX;IRKTR;1476737.38;66.344.754/4179-14;12/09/2025 09:34
JRSXX;IRKTR;959736.68;99.246.053/8017-50;28/02/2025 12:36
JRSXX;IRKTR;933825.94;28.612.855/1952-60;30/07/2025 17:22
JRSXX;IRKTR;1519531.06;35.525.291/4035-80;04/06/2025 23:22
JRSXX;IRKTR;1023416.41;52.283.781/8716-37;22/07/2025 21:27
JRSXX;IRKTR;1750321.08;29.166.611/7911-18;03/09/2025 05:59
JRSXX;IRKTR;303513.87;17.729.268/9652-80;17/02/2025 19:50
JRSXX;IRKTR;1975733.2;18.037.961/1121-04;07/03/2025 22:23
JRSXX;IRKTR;529288.4;64.128.644/9088-96;26/01/2025 00:05
JRSXX;IRKTR;1089193.23;08.473.755/8220-42;25/09/2025 19:24
JRSXX;IRKTR;322401.55;02.102.269/9865-73;12/04/2025 14:12
JRSXX;IRKTR;1474078.48;86.714.800/8947-86;25/01/2025 08:30
JRSXX;IRKTR;1793819.52;99.845.268/2978-52;07/08/2025 23:06
JRSXX;IRKTR;462957.92;99.455.748/9781-62;23/08/2025 17:05
JRSXX;IRKTR;604699.83;17.170.674/7255-30;05/05/2025 20:09
JRSXX;IRKTR;1625864.58;62.590.801/9756-17;05/09/2025 07:18
JRSXX;IRKTR;818741.16;77.424.829/1641-73;03/06/2025 19:45
JRSXX;IRKTR;1453456.34;28.916.123/6733-44;01/08/2025 01:16
JRSXX;IRKTR;931391.55;90.525.401/7364-05;16/07/2025 07:28
JRSXX;IRKTR;1839358.06;40.627.975/4575-33;01/07/2025 20:04
JRSXX;IRKTR;1390092.43;58.808.146/7221-00;25/01/2025 11:44
JRSXX;IRKTR;1316960.66;90.428.450/0169-23;22/08/2025 16:45
JRSXX;IRKTR;582114.95;89.636.743/5984-36;28/07/2025 00:05
JRSXX;IRKTR;1445641.88;64.284.049/5602-31;18/09/2025 05:43
JRSXX;IRKTR;863528.15;83.501.983/0946-43;11/01/2025 09:55
JRSXX;IRKTR;1835056.92;62.834.658/7517-12;27/09/2025 06:11
JRSXX;IRKTR;1318864.07;60.529.426/1635-48;03/09/2025 21:27
JRSXX;IRKTR;1476008.05;84.250.770/0143-02;13/01/2025 03:07
JRSXX;IRKTR;913584.49;99.455.748/9781-62;11/02/2025 17:49
JRSXX;IRKTR;130922.16;00.635.952/3587-36;23/06/2025 01:41
JRSXX;IRKTR;807894.31;68.269.403/7779-69;02/01/2025 15:46
JRSXX;IRKTR;766982.15;76.663.239/3476-42;28/09/2025 21:15
JRSXX;IRKTR;1682293.97;83.501.983/0946-43;13/05/2025 08:10
JRSXX;IRKTR;179744.35;41.519.578/2888-06;13/02/2025 15:48
JRSXX;IRKTR;1870883.66;21.659.490/8552-05;09/08/2025 21:17
JRSXX;IRKTR;1690566.56;09.933.610/6588-19;26/07/2025 00:41
JRSXX;IRKTR;1814094.45;99.303.679/4386-57;27/02/2025 19:00
JRSXX;IRKTR;1631830.07;83.171.663/9121-03;01/09/2025 15:44
JRSXX;IRKTR;744704.55;23.006.808/0804-36;23/01/2025 14:04
JRSXX;IRKTR;585308.28;69.576.756/7803-39;01/07/2025 10:03
JRSXX;IRKTR;1277851.24;99.062.003/5653-00;25/07/2025 19:44
JRSXX;IRKTR;881809.3;18.065.989/4309-47;08/01/2025 03:34
JRSXX;IRKTR;411422.68;83.171.663/9121-03;17/03/2025 22:22
JRSXX;IRKTR;231194.94;61.931.102/8045-75;11/05/2025 01:12
JRSXX;IRKTR;312045.93;58.808.146/7221-00;24/02/2025 21:22
JRSXX;IRKTR;821526.86;29.964.150/7654-70;27/04/2025 05:28
JRSXX;IRKTR;552399.33;22.116.902/2374-81;14/02/2025 17:03
JRSXX;IRKTR;1651500.43;34.100.571/2708-42;10/07/2025 02:17
JRSXX;IRKTR;449565.3;78.186.553/7618-88;28/09/2025 08:15
JRSXX;IRKTR;458971.68;62.834.658/7517-12;24/09/2025 06:47
JRSXX;IRKTR;520868.6;00.635.952/3587-36;13/07/2025 15:42
JRSXX;IRKTR;1255795.87;12.663.157/1313-61;19/09/2025 18:05
JRSXX;IRKTR;1114694.62;77.681.467/4643-29;08/08/2025 10:01
JRSXX;IRKTR;1138984.69;02.102.269/9865-73;15/04/2025 12:49
JRSXX;IRKTR;1457805.03;31.892.808/3484-01;10/06/2025 14:09
JRSXX;IRKTR;1886200.1;22.116.902/2374-81;29/08/2025 16:14
JRSXX;IRKTR;1213390.82;17.170.674/7255-30;23/06/2025 12:41
JRSXX;IRKTR;873047.37;45.025.767/7086-88;26/01/2025 04:30
JRSXX;IRKTR;1668354.78;68.269.403/7779-69;22/05/2025 10:19
JRSXX;IRKTR;1115835.99;54.500.293/7460-91;01/06/2025 23:40
JRSXX;IRKTR;1705651.21;33.081.976/2579-86;25/06/2025 07:49
JRSXX;IRKTR;1048591.11;24.782.864/1782-39;10/09/2025 23:51
JRSXX;IRKTR;1683483.38;96.850.387/4982-07;29/05/2025 08:47
JRSXX;IRKTR;928942.79;26.488.733/7835-47;08/03/2025 08:34
JRSXX;IRKTR;1406101.99;77.251.086/9704-34;13/08/2025 04:49
JRSXX;IRKTR;1762034.8;98.363.814/0074-40;16/03/2025 01:35
JRSXX;IRKTR;802435.68;92.892.395/4359-21;29/08/2025 08:35
JRSXX;IRKTR;204374.35;99.062.003/5653-00;01/07/2025 00:40
JRSXX;IRKTR;1969838.89;66.895.153/6842-64;10/01/2025 00:08
JRSXX;IRKTR;1589457.35;52.857.878/5550-11;22/01/2025 11:55
JRSXX;IRKTR;67316.25;51.660.114/2110-60;07/01/2025 07:53
JRSXX;IRKTR;1280157.15;60.611.200/5964-39;07/09/2025 02:03
JRSXX;IRKTR;1281371.41;50.746.516/9735-39;08/06/2025 07:03
JRSXX;IRKTR;1382806.08;62.834.658/7517-12;28/02/2025 14:25
JRSXX;IRKTR;888992.15;24.978.047/5002-41;04/01/2025 00:53
JRSXX;IRKTR;368969.18;82.000.983/7927-10;22/09/2025 01:46
JRSXX;IRKTR;979115.23;40.053.547/2416-14;17/03/2025 10:49
JRSXX;IRKTR;803434.7;78.389.468/2930-23;05/07/2025 19:47
JRSXX;IRKTR;1544334.98;07.046.850/4027-23;04/08/2025 19:21
JRSXX;IRKTR;1305273.41;67.946.819/5733-11;27/04/2025 00:38
JRSXX;IRKTR;90490.8;88.393.097/2996-33;03/03/2025 16:28
JRSXX;IRKTR;1673332.63;29.964.150/7654-70;26/08/2025 13:38
JRSXX;IRKTR;883253.68;28.916.123/6733-44;25/04/2025 20:42
JRSXX;IRKTR;389751.59;49.357.133/7080-98;08/03/2025 05:21
JRSXX;IRKTR;760272.94;62.834.658/7517-12;07/06/2025 12:33
